"
                            واردات وتوزیع انواع چسب های 123، آکواریوم، برق، دوقلو، اسپری رنگی، حرارتی و انواع چسب های تخصصی
                            
",اکبر فرجی,66757313-66750407,09123098050,منطقه 12,"
                           تهران، خ امام خمینی، روبروی بیمارستان سینا کوچه جهانگردی  پلاک: 12 
                        ",,
"
                            نماینده پخش جعبه های پلی کربنات سپیدار محصولات میکرو مکس پخش محصولات پارت الکتریک محصولات لگراند پخش کلیه ملزومات برق صنعتی

",حسن  رضایی,33980181,09121957908-09379262740,منطقه 12,"
                           خ لاله زار جنوبی کوچه باربد پاساژ سرای لاله زار طبقه اول  پلاک: 72 
                        ",دارد,دارد
"
                            خدمات پزشکی در محل
                            
",,22086164,,منطقه 2,"
                           سعادت آباد - بعد از ميدان شهرداري - ک صدف - پ 2- واحد 2 
                        ",,
"
                            پخش عمده و واردات دوربین مداربسته، نصب و راه اندازی دوربین های مداربسته، درب های ریموت کنترل، دزدگیر اماکن
                            
",حمیدرضا صدیقی,88314846-88322468,,منطقه 6,"
                           جمهوری، سر شیخ هادی علاءالدین 2، طبقه زیرهمکف، واحد 15 
                        ",دارد,
"
                            بورس سنگهای اصل
                            
",مسعود ذکائی,33944011,,منطقه 12,"
                           خ حمهوری ، روبروی مسجد هدایت ، واحد 171 و 311  پاساژ پروانه 
                        ",,
"
                            انواع لاستیک و رینگ اسپرت (ایرانی و خارجی)
                            
",محمد شهلایی,66802219-09127662793,,منطقه 18,"
                           شادآباد - خ 17 شهریور - روبروی شهرداری ناحیه 4  پلاک: 34 
                        ",,
"
                            عرضه کننده و فروش انواع اکو ، آمپلی فایر، باند، بلندگو و میکروفون
                            
",اسماعیل کاظمی,33995337-33995336,09109200685,منطقه 12,"
                           امام خمینی، بین خ فردوسی و پاساژ مطیعی  پلاک: 49 
                        ",,
"
                            بورس انواع لوازم گازسوز
                            
",حسن اکبری,55623829,,منطقه 12,"
                           مصطفی خمینی پائین تراز چ سیروس   پلاک: 194 
                        ",,
"
                            کولرگازی(اسپیلیت)، لوازم صوتی و تصویری  انواع سايد هاي سامسونگ، الجي، دوو، بكولباسشويي، ظرفشوييماكروفرجاروبرقيلوازم برقي اشپزخانه
                            
",حیدرعلی و بهزاد مختاری,33516626-33549791,09123089935,منطقه 12,"
                           سه راه امین حضور، خ ایران، بعد از گوته  پلاک: 79 
                        ",,
"
                            فیزیوتراپی
                            
",داود عبدالهی,36041781,,حومه تهران,"
                           پاکدشت - خ مطهری  - نرسیده به م ساعت  
                        ",,
"
                            تهیه و توزیع انواع قطعات الکترونیک از قبیل رله ، میکروسوئیچ ، تک سوئیچ ، رید سوئیچ ، مبدل های کانورتر دی سی به دی سی DC to Dc  و AC /DC  ، رله های جامد SSR  و رله های ماشینی خاص و کمیابواردات انواع قطعات الکترونیک در کوتاهترین زمان
                            
",هادی  شکوهی,66751263- 66753870,,منطقه 12,"
                           خ جمهوری، نرسیده به پل حافظ پاساژ توکل طبقه زیرهمکف  پلاک: B28 
                        ",دارد,دارد
"
                            شرکت خدمات مسافرتی
                            
",حاج حسین لک,55933232- 55909323- 55939825- 55919007,,منطقه 20,"
                           شهرری - م فرمانداری - نرسیده به فروشگاه رفاه - جنب کانون بسیج  پلاک: 20 
                        ",,
"
                            لوازم آرایشی امیربیوتی 31
                            
",امیر رمضانی,77803716,09125083047,منطقه 8,"
                           میدان نبوت، خ آیت  پلاک: 713 
                        ",,
"
                            سیستم آشپزخانه -طراحی و اجرای دکوراسیون داخلی (ساخت انواع میز LCD -میز کامپیوتر -تخت خواب )-خدمات استار (برش -pvc-مونتاژ)-یراق استار(مرکز فروش یراق آلات کابینت -قفل -دستگیره -لولا )-نمایندگی شرکت های استیل البرز-اخوان -بیمکث- تابان -ایلیا استیل 
                            
",علی  حضوری,55951906,,منطقه 20,"
                           آدرس دفتر :سه راه ورامین -یه سمت م معلم -ظهیرآباد 174 ، کارخانه : شهرری- کیلومتر 5 جاده ورامین -جنب بریدگی جاده تظامن -مصالح ساختمانی  
                        ",,
"
                            عرضه کلیه  تجهیزات سینمایی نورپردازی وصدابرداری 
                            
",داود  بهشتی,66713444,,منطقه 12,"
                           جمهوری  پاساژ آلومینیوم طبقه 5  پلاک: 521 
                        ",,
"
                            خدمات پیک بادپاکد552           موتـــور و وانـتقدیمی ترین و باتجربه ترین پیک منطقه 15دریافت و انتقال کالا و مرسولات شهروندان در سراسر تهران بزرگ و سایر شهرهای بزرگ ازطریق ترمینالها باربری و فرودگاه  ارائه خدمات ویژه ، متنوع و غیر حضوری از جمله انجام امور بیمه ، خدمات بانکی و اداری و شخصی ارائه خدمات به سازمانها و نهادهای دولتی و غیر دولتی در زمینه حمل مرسولاتارائه خدمات  door to door(ایجاد امکان دریافت بار در نقطه مبدا و تحویل در نقطه نهایی مقصد)پشتیبانی فرآیندتجارت الکترونیک به ویژه فروشگاه های مجازیارائه خدمات گروهی و تجمیعی حمل و جابه جایی بسته ها ، اسناد و خرده بار
                            
",مهدی  رازی,33824209-33640872,09191020828,منطقه 15,"
                           افسریه بلوار قصرفیروزه 8متری دوم پلاک 44 
                        ",دارد,دارد
"
                            مرکز پخش لوازم یدکی شرکتی تیبا، رنو، کیا
                            
",محمد سامنی,33981869-33981859,09126100122,منطقه 12,"
                           خیابان اکباتان کوچه آهنین، بن بست اول پاساژ آهنین طبقه 2 واحد 501
                        ",,
"
                            تولید و پخش انواع پاکتهای اداری اسنادی، رادیولوژی، پاکت نامه، ملخی و لوازم اداری، تولید و پخش انواع پوشه، پوشه فایل، پوشه دوار، پوشه کلاسیک، پوشه های بیمه ای
                            
",مهرداد خانی,55592159,09191217072-09122985043,منطقه 12,"
                           بازار آهنگران کوچه مسجد جامع پاساژ مشترک طبقه منفی یک   پلاک: 38 
                        ",,
"
                            انواع دوربین های عکاسی
                            
",سهیل مصیبی,88785725-88876954,,منطقه 3,"
                           میرداماد  پاساژ پایتخت   طبقه اول-واحد 2  پلاک: 155  
                        ",,
"
                            تولید تجهیزات آشپزخانه
                            
",مهدی عسگری,33553152-33566703-33132715-09123591891-09121078120,,منطقه 12,"
                           چهارراه مصطفی خمینی، مقابل بانک ملت  پلاک: 239 
                        ",,
"
                            تهیه و توزیع پخش انواع مصالح ساختمانی 
                            
",غلامحسین  بنویدی,88697071-88697072,09121147474,منطقه 2,"
                           سعادت آباد، خ دریا، چ مطهری ، خ ارغوان شرقی  پلاک: 49و47 
                        ",,
"
                            عرضه انواع چرمهای طبیعی
                            
",بابک فصیحی,33998750-33998748-33904861,09121987747,منطقه 12,"
                           خیابان سعدی شمالی  کوچه جابرزاده پاساژ مهدی  پلاک: 3 تا 1 
                        ",,
"
                            انواع کاغذ و مقوا، پشت طوسی، پشت سفید، ایندربرد، چسبدار، تحریر، گلاسه، PE و ...
                            
",جمال  حسینی,33116893-33982803-09121155251,09126276676,منطقه 12,"
                           خیابان جمهوری ، خیابان ظهیر الاسلام ، بین سقاخانه و چهارراه خانقاه   پلاک: 225 
                        ",,دارد
"
                            سازنده انواع جعبه ، کارتن، دایکاتی و لمینت همراه با چاپ 4 رنگ مخصوص صادرات
                            
",اشکان پیروی,22657459-22657460,09124582474,منطقه 1,"
                           بلوار آفریقا، خ گل آذین کوچه گل آذین  پلاک: 6 طبقه 3 
                        ",دارد,دارد
"
                            نقاشی 
                            
",کاظم پور,22710495,,منطقه 1,"
                           تجریش  پاساژ قائم   پلاک: 3110 
                        ",,
"
                            نمایندگی رسمی فروش انواع مراکزتلفن سانترال پاناسونیک ، تجهیزات مخابراتی و اداری پاناسونیک، فروش انواع کابل مخابراتی
                            
",مسعود خلج,33969272-88660481,09121118204,منطقه 12,"
                           تهران، خ لاله زار جنوبی پاساژ 110 طبقه یک  پلاک: 14 
                        ",دارد,دارد
"
                            نمایندگی فروش باطری های کره ای پوما و دلکور و سپاهان باطری-خدمات برق اتومبیل -تعمیرات دینام و استارت انواع خودرو 
                            
",سینا فیروزی,22380906,09126604910,منطقه 2,"
                           شهرک غرب، بلوار فرحزادی، خ کوهستان، خ صحرای جنوبی  پلاک: 29 
                        ",,
"
                            انواع لوازم کمک آموزشی و بازیهای فکری(ایرانی و خارجی )
                            
",محسن سبزعلی و امید رباط جزی,55587268 -55167532,,منطقه 12,"
                           15خرداد-بازارآهنگران کوچه مسجدجامع پاساژ کاغذ وتحریر طبقه همکف  پلاک: 11 
                        ",دارد,
"
                            خدمات و نصب داربست کفراژ، نما، زیربتن، طاق نصرت ، تابلو (تخصصی و بلندمرتبه)-خرید و فروش 
                            
",پناه عظیمی,-,09121008459,منطقه 20,"
                           اتوبان آزادگان، بازار آهن مکان، فاز 9 مرکزی  پلاک: 2166 
                        ",,
"
                            گوشت گوسفند و گوساله و شتر و شترمرغ و بوقلمون - دام زنده - سفارشات پذیرفته می شود
                            
",مهرداد باقری,22987204 -22987206 -22987208,,منطقه 4,"
                           تپه شمس آباد - بالای پل همت (سمت چپ) - بین مافی و فرزاد  پلاک: 848 
                        ",,
"
                            مرکز پخش ماشین آلات راهسازی و کشاورزی و صنعتی
                            
",علی چیوایی,66655961,09124193089,منطقه 9,"
                           سه راه آذری - 45 متری زرند - ایستگاه حسینی  پاساژ راهسازان   پلاک: 10 
                        ",,
"
                            خدمات پزشکی در محل
                            
",,22915200,,منطقه 3,"
                           ميرداماد - نرسيده به ميدان مادر (محسني) - پ 110 - ط پنجم - واحد 9 
                        ",,
"
                            فروش و نصب کولر گازی
                            
",محمود ابراهیمی,77383121-77376339,,منطقه 4,"
                           میدان رسالت، فرجام شرقی  پلاک: 846 
                        ",,
"
                            ادوات کشاورزی
                            
",محمد فرج وند,33992623,09125578912,منطقه 12,"
                           خ سعدی جنوبی، خ فخرائی پاساژ صدقی نژاد طبقه اول  پلاک: 2/8 
                        ",,
"
                            فنرسازی
                            
",منصور طاهری,55412765,,منطقه 11,"
                           خ قزوین بعد از غفاری   پلاک: 347 
                        ",,
"
                            انواع شیشه های 4 تا 20 میل ، لول، 2 پله، 3 پله، تراش 
                            
",رضا سبزی,77446640,,منطقه 4,"
                           دلاوران، تکاوران شمالی، نبش 16 شرقی   پلاک: 533 
                        ",,
"
                            لوازم آرایشی و بهداشتی 
                            
",نادر و امین ولی زاده,55618031-09121248841,09121900510,منطقه 12,"
                           بازار بزرگ - چهار سوق بزرگ - بازار مسجد جامع   پلاک: 4 
                        ",,دارد
"
                            آرایشگاه آقایان
                            
",سپهر یوسف زاده,88894809,09123996727,منطقه 6,"
                           خ کریمخان زند، نبش آبان شمالی ، کوچه آبیار، ساختمان 111 پاساژ دایموند  پلاک: 5 
                        ",,
"
                            انبار ام دی اف
                            
",علی ضیائی,33576101,,حومه تهران,"
                           جاده خاوران، بعد از تعویض پلاک خودرو 
                        ",,
"
                            مزون عروس (دوخت لباس مجلسی و عروس)
                            
",فاطمه رجبی,44862846,09128019226,منطقه 5,"
                           اشرفی اصفهانی ، سیمون بولیوار ، خ اقبال پور  پاساژ کوهسار-واحد10 
                        ",,
"
                            تهیه و توزیع ظروف مسی 
                            
",امیر  برزنونی,55183539,09123782344,منطقه 16,"
                           شوش- خ صابونیان - پاساژ میلاد  طبقه همکف - واحد 240 
                        ",,
"
                            عرضه کننده انواع ظروف و مصنوعات سفال و سرامیک دست ساز
                            
",مجید شریعت زاده,44498120,,منطقه 5,"
                           میدان پونک، مجتمع تجاری بوستان، درب C2، روبروی بانک صادرات  پلاک: 260 
                        ",,
"
                            تهیه ظروف کرایه ومجالس 
                            
",نورانی,44407933,,منطقه 5,"
                           جنت آباد جنوبی بلوار 35 متری لاله شرقی   پلاک: 136 
                        ",,
"
                            تهیه وتوزیع کلیه لوازم برودتی
                            
",علی قاسمیان,77629463-77629460,09122040263,منطقه 12,"
                           سعدی شمالی، خ برادران قائدی پاساژ بندر  پلاک: 163 واحد 3
                        ",,
"
                            پوشاک زنانه ایرانی 
                            
",محمدرضا بنانی,66745388,091284201531,منطقه 6,"
                           خ انقلاب ، بین حافظ و ولی عصر   پلاک: 984 
                        ",,
"
                            پروشگاه عمومی
                            
",,66838586,,منطقه 12,"
                           (خ.جمهوری) 
                        ",,
"
                            تهیه و توزیع قطعات الکترونیک
                            
",عماد معدنی پور,66759375,,منطقه 12,"
                           خ جمهوری، نرسیده به پل حافظ پاساژ توکل طبقه همکف  پلاک: 24 
                        ",دارد,دارد
"
                            فروش و سرویس انواع کولرهای گازی
                            
",اسدی,09123501341-77164925-77164931,,منطقه 13,"
                           تهران نو، فلکه لوزی، خ مهرآور  پلاک: 26 
                        ",,
"
                            تولید و عرضه مستقیم انواع گونی پلاستیکی به صورت رول و کیسه(ضد آب و ضد آفتاب)
                            
",فرامرز فاضلی,021_55587821 ,,منطقه 12,"
                           15 خرداد.چهارسوق بزرگ کوچه سرا گونی فروشها  پلاک: 8 طبقه همکف 
                        ",,دارد
"
                            پخش انواع بلور و کریستال لهستان ، ایتالیا ، چک ، ترکیه ، بوهمیا ، فرانسه ، آلمان ، JCC
                            
",بهزاد و تورج نهضت,55075560,09122934376,منطقه 16,"
                           م شوش-خ صابونیان پاساژ بلور نائی کوچک   پلاک: 47/9 
                        ",,
"
                            ابزار زرگری
                            
",هادی فرجی,66701542,09120297563,منطقه 11,"
                           خ جمهوری، بعد از خ فردوسی پاساژ معتمد  پلاک: 26 
                        ",,
"
                            عینک آفتابی و فریم طبی، ارائه جدیدترین عینک های طبی و آفتابی مارک دار، ساخت عینک های دو دید (بایفوکال) تدریجی، ساخت عینک های طبی و آفتابی، نمایندگی عدسی های Essilor,Zeiss,Hoya
                            
",مهرزاد   خاضعی,44062053,,منطقه 5,"
                           صادقیه، بلوار فردوس شرق، بین ابراهیمی و علی حسینی  پلاک: 348 
                        ",,
"
                            خریدوفروش -رهن واجاره-مشارکت درساخت
                            
",امید  سیف لاری,88686088 -88686263,09123270782,منطقه 2,"
                           سعادت آباد -پل مدیریت -ابتدای خ علامه طباطبایی جنوبی   پلاک: 10 
                        ",,
"
                            بافت و تکمیل پارچه های ویسکوز
                            
",محسن خلیلی,55699689,09122364771,منطقه 12,"
                           بازار بزرگ، بازار عباس آباد، سرای آزادی،  طبقه همکف، پلاک 8 
                        ",,
"
                            کارشناسی، مشاوره، صدور انواع بیمه نامه، بیمه عمر، سرمایه گذاری، حوادث، آتش سوزی، مسئولیت، اتومبیل و...
                            
",انیسا پرتوی,66754194- 66754195,09392010191,منطقه 11,"
                           خ جمهوری، نرسیده به پل حافظ، مجتمع آلومینیوم طبقه اول - واحد 115 
                        ",,
"
                            کلید سازی، کلیه خدمات قفل و کلید گاوصندوق، ریموت یدک، ساخت کلید کد دار
                            
",ابوالفضل یگانه,88955547,09192056317-09330878868,منطقه 6,"
                           خیابان فاطمی، خیابان شهیدعلیرضا دائمی، بعد از سازمان آب   پلاک: 46 
                        ",,دارد
"
                            پخش انواع نانهای حجیم و نیمه حجیم
                            
",مهدی شیرمحمدی,66880141,,منطقه 10,"
                           خ کارون، نرسیده به مرتضوی، نبش کوچه عباسیان  پلاک: 118 
                        ",,
"
                            سپرسازی
                            
",هومن قرنی,66001749,09122084125,منطقه 10,"
                           خ آزادی، خ زنجان جنوبی، خ طوس، جنب تره بار  پلاک: 366 
                        ",,
"
                            درب و پنجره سازی (فلزی)
                            
",سعید حاج حسینی,55533794,09124056204,منطقه 20,"
                           اتوبان آزادگان، پل صنیع خانی، بازار آهن مکان، فاز 9 شرقی  پلاک: 2183 
                        ",,
"
                            حکاکی با دستگاه لیزر ، CNC ، سند پلاست 
                            
",عبدالمطلب ملک حسینی,55316652,09126910859,منطقه 15,"
                           خ شهرزاد، نبش 20 متری وفا   پلاک: 1 
                        ",,
"
                            انواع ترشیجات ، مرباجات، آبلیمو، آبغوره، مرکز انواع سبزیجات سرخ شده و...
                            
",اعظم استاداکبربنا,77414758,09127627518,منطقه 14,"
                           خ پیروزی، خ چهارم نیروی هوائی، پایین تر از کوچه 3/27  پلاک: 76 
                        ",,
"
                            مرکز زیبائی
                            
",,22986219,0,منطقه 4,"
                           پاسداران، میدان هروی، برج هروی  پلاک: 8 طبقه اول 
                        ",,
"
                            تعمیرات مبلمان استیل، راحتی، ترک، کلاسیک، مدرن، رنگکاری، رویه کوبی
                            
",مصطفی خسروانی,76263767,09193027625,کل تهران,"
                           کمرد، پایین تر از پل امرسان، جنب مبلمان الدرادو 
                        ",,دارد
"
                            خبر گزاری
                            
",,88910500,,منطقه 12,"
                           تهران - میدان فردوسی، به سمت چهارراه كالج، بن بست شاهرود، پلاک 1 ،  فارس، کد پستی: 36727-15999 
                        ",,
"
                            نمایندگی فروش لوازم و تجهیزات پزشکی - جراحی و بیمارستانی
                            
",حمید اورعی,36018350,09126894047,حومه تهران,"
                           جاده خاوران، پاکدشت، دوراهی یبر، بلوار شمالی شهدای قمی  کوچه نقشینه 13  پلاک: 12 
                        ",,
"
                            انبار لوازم برقی 
                            
",مرتضی  رضایی,36672125,,حومه تهران,"
                           جاده خاوران - شهرک صنعتی بهارستان - خ مهستان غربی   پلاک: 243 
                        ",,
"
                            مرکز پخش انواع گل های مصنوعی، گلدان های فانتزی، سفالی، چوبی و شیشه ای
                            
",علی رضا فصیحی,55962290,09038100631,منطقه 20,"
                           شهرری، بازار بزرگ، زیرزمین، فاز 2  پلاک: 113 
                        ",,
"
                            عرضه انواع مقاطع  فولادی و برشکاری
                            
",امید حنایی,66670130,09123096584,منطقه 18,"
                           بازار آهن، شاد آباد مجتمع تجاری 110، پلاک 11 
                        ",,
"
                            خدمات همایش - مجالس 
                            
",دانیال  اسماعیل  رجبی  حسن پور,44272011-2-44270636-09124137403-09127718659,,منطقه 2,"
                           ستارخان- نبش خ صادقی پور  پاساژ الماس غرب  طبقه ورودی B - ط 2  پلاک: واحد 205 
                        ",,
"
                            موبایل - خریدوفروش سیم کارت و گوشی های نو و کارکرده- تعمیرات تخصصی- نماینده رسمی ایرانسل - فروش مودم 4G
                            
",محمد لطفی,22731105-22731104,09192012481,منطقه 1,"
                           تجریش - روبروی اداره برق شمیران  پاساژ نیکو،ط اول،پ 40 
                        ",,دارد
"
                            آسایشگاه سالمندان-آسایشگاه عمومی
                            
",,۲۲۸۰۱۱۹۵- ۲۲۸۰۱۲۶۲,,منطقه 1,"
                           فرمانیه ـ پاسداران ـ نارنجستان ۵  پلاک: 14 
                        ",,
"
                            نمایندگی رسمی فروش صندوق های امنیتی و...
                            
",محمد مزرعتیان,44250613,,منطقه 2,"
                           خ ستارخان، فلکه اول صادقیه، نرسیده به چهارراه خسرو  پلاک: 591 
                        ",,
"
                            گروه  مشاورین ساختمان 
                            
",محمدرضا  فریدی,44245520,,منطقه 2,"
                           اشرفی اصفهانی ابتدای مرزداران روبروی املاک نوین غرب   پلاک: 227 
                        ",,
"
                            آسایشگاه سالمندان-آسایشگاه عمومی
                            
",,۲۲۴۰۴۰۴۵ -۲۲۴۰۰۲۲۱-۲۲۴۰۱۹۸۵-۲۲۴۰۲۰۰۷-۲۲۴۰۱۹۸۴,,منطقه 1,"
                           ولنجک خ هفدهم   پلاک: 28 
                        ",,
"
                            مبلمان اداری، دفتری، خانگی
                            
",داود ابراهیمی,66732890-66732820-66706598,,منطقه 12,"
                           خ حافظ، 4 راه عزیزخان، نبش سرهنگ سخایی  پلاک: 177 
                        ",,
"
                            بسته بندی کالا و حمل و نقل وسایل منزل- تجاری - اداری
                            
",احمد گلشن خواص,44668585-44664842,,منطقه 5,"
                           شهرک اکباتان- فاز 2- پاساژ گلهای شمالی طبقه سوم  پلاک: 201 
                        ",,
"
                            انواع خدمات: بیمه های اتومبیل، آتش سوزی، باربری، مهندسی، اشخاص، مسئولیت، بیمه های خاص، بیمه های مازاد درمان
                            
",محمد  کنگرانی فراهانی,33438357-33438358-33012724,09121216455,منطقه 15,"
                           میدان خراسان، خ خاوران، نرسیده به ایستگاه امیرسلیمانی  پلاک: 822 
                        ",,
"
                            تهیه و تکمیل نقشه های معماری و محاسباتی سازه، نظارت بر ساخت و پیمانکارینقشه برداریutm
                            
",گروه مهندسین,76311684,09121983418-09194157685,حومه تهران,"
                           بلوار اصلی گیلاوند، حدفاصل تقاطع بلوار رجایی و باهنر،  پاساژ دمادشت طبقه همکف 
                        ",,دارد
"
                            عرضه مستقیم محصولات پاشا باغچه ترکیه در ایران-پخش بلور 
                            
",تقدسی,55087763 -55089288 -55343624 -55343625,09123686858,منطقه 16,"
                           م شوش-خ شهرداری - خ عابدینی   پلاک: 20 
                        ",,
,,,,,,,
"
                            مرکز ساخت تلویزیون های شهری، تابلو های روان 
                            
",رضا  عبدپور,-,09123109675,منطقه 20,"
                           خ شهید رجایی، میدان بهشت، بلوار ابریشم  پلاک: 100 
                        ",,
"
                            کیف و کمربند و ...
                            
",بشیر بختیاری,55609350,,منطقه 12,"
                           بازار جعفری- دالان سجاد  پلاک: 66 
                        ",,
"
                            عرضه کننده سیستم های حفاظتی پیشرفته
                            
",فراز جناب,33993637,09124588667,منطقه 12,"
                           میدان امام خمینی پاساژ لباف طبقه اول روی همکف  پلاک: 2/14 
                        ",,
"
                            هلال احمر
                            
",,56431033,,حومه تهران,"
                           رباط کریم - خیابان انتظام - پشت پارک معلم 
                        ",,
"
                            فروش لوازم موتورخانه و دیگ و مخازن دوجداره و مشعل و دستگاه های برودتی چیلر و برج خنک کن 
                            
",محسن واشقانی فراهانی,77810983-77819170,,منطقه 7,"
                           نظام آباد شمالی - تقاطع گلبرگ و مدنی  پلاک: 1366 
                        ",,
"
                            تولید و پخش کاموا
                            
",سجاد نبات چیان,55637685,,منطقه 12,"
                           فروشگاه: خ 15خرداد، بازاربزرگ، سرای توکل، طبقه مثبت یک ، کارخانه: زنجان، بزرگراه 22بهمن، تقاطع دکترمفتح 
                        ",,
"
                            عرضه لوازم و ظروف آشپزخانه
                            
",رضا علیخانی,55359101,09125184839,منطقه 16,"
                           م شوش -خ صابونیان مجتمع تجاری تاج  پلاک: 17 طبقه منفی یک  
                        ",دارد,
"
                            بازرگانی یراق آلات و تجهیزات شیشه و نما، مهندسی و اجرای نماهای مدرن
                            
",حسن سعیدی و خانم بهاره اردلان,44467713-44467714,09123113831,منطقه 5,"
                           پونک، بلوار میرزابابایی، پلاک 160، طبقه سوم ، کدپستی: 1476735584 
                        ",,
"
                            جایگاه پمپ بنزین
                            
",صالح بابایی,33740236,09121468250,منطقه 15,"
                           شهرری، سه راه ورامین، خ فدائیان اسلام، پایین تر از بلوار امام حسین 
                        ",,
"
                            شیلنگ فشار قوی
                            
",علی فریس آبادی,33958042,,منطقه 12,"
                           امیرکبیر کوچه ناظم الاطباء جنوبی  پلاک: 132بلوک3 
                        ",,
"
                            پخش زیورآلات، بدلیجات، اسباب بازی
                            
",ایمان رشیدی,55596833,09363968615,منطقه 12,"
                           بازاربزرگ، چهارسوق بزرگ، روبروی گونی فروشها،  پاساژ قیصر  پلاک: 33 
                        ",,
